title,release_date,pages,publisher,description,barcode,isbn,edition,category,rating,book_id,image_fpath,summary,price
Football's comic book heroes :the ultimate fantasy footballers,01/01/2009,,Mainstream,,14662758,9.78E+12,1,"Comic books, strips, etc / Great Britain / History and criticism.",,91509,,,
When the comics went to war :comic book war heroes,01/01/2009,,Mainstream,,15286934,9.78E+12,1,"Comic books, strips, etc / Great Britain / History and criticism.",,91510,,,
The best of 'Eagle',01/01/1977,,Joseph :,,8097038,071811566X,1,"Comic books, strips, etc / Great Britain.",,91511,,,
Comics :anatomy of a mass medium,01/01/1972,,Studio Vista,,8353165,289702666,1,"Comic books, strips, etc / History and criticism.",,91513,,,
Discovering comics,01/01/1971,,Shire Publications,,9942189,852631286,1,"Comic books, strips, etc / History and criticism.",,91514,,,
Superman and philosophy :what would the Man of Steel do?,01/01/2014,,,,16280326,9.78E+12,1,"Comic books, strips, etc / Moral and ethical aspects.",,91515,,,
Totally spies special.,01/01/2014,,Panini Comics.,,8572075,,1,"Comic books, strips, etc / Periodicals",,91516,,,
Wasted.,01/01/2008,,Bad Press,,13456603,,1,"Comic books, strips, etc / Periodicals.",,91517,,,
Comics international ... special.,01/01/2009,,Cosmic Publications,,15534576,,1,"Comic books, strips, etc / Periodicals.",,91518,,,
Tottering-by-Gently,01/01/1998,,O'Shea Gallery.,,6744714,953277216,1,"Comic books, strips, etc.",,91520,,,
Akbar & Jeff's guide to life :a cartoon book,01/01/2004,,HarperCollinsEntertainment,,6905933,000718025X,1,"Comic books, strips, etc.",,91521,,,
David Langdon.,01/01/2003,,Prion,,6937247,1853754765,1,"Comic books, strips, etc.",,91522,,,
Portajohnny,01/01/2003,,Fantagraphics,,6966781,1560975474,1,"Comic books, strips, etc.",,91524,,,
Eagle picture library.,01/01/1985,,IPC Magazines Ltd.,,7062097,,1,"Comic books, strips, etc.",,91526,,,
Bachgen y ceffylau,01/01/1994,,Qualitex,,7236338,1873649444,1,"Comic books, strips, etc.",,91527,,,
The Ren & Stimpy show.,01/01/1994,,Marvel Comics,,7237267,,1,"Comic books, strips, etc.",,91528,,,
The player king :beware the green-eyed monster,01/01/1993,,Marginalia Graphics,,7238999,,1,"Comic books, strips, etc.",,91530,,,
Buster classics.,01/01/1996,,Buster Classics,,7247265,,1,"Comic books, strips, etc.",,91531,,,
Ace Ventura :pet detective.,01/01/1996,,Egmont Fleetway,,7248964,,1,"Comic books, strips, etc.",,91532,,,
Drawing dynamic comics,01/01/2000,,Watson-Guptill,,7427529,823003124,1,"Comic books, strips, etc.",,91533,,,
Cofiwch bwyso'r botwm neu -,01/01/1994,,Gomer,,7459529,1859020682,1,"Comic books, strips, etc.",,91535,,,
Another world of Bogart,01/01/1997,,Robson,,7469485,1861051360,1,"Comic books, strips, etc.",,91536,,,
Smarmalade's :recipes for disaster,01/01/1998,,Minerva,,7470353,1861067844,1,"Comic books, strips, etc.",,91537,,,
"Comics, comix & graphic novels",01/01/2001,,Phaidon,,8087432,714839930,1,"Comic books, strips, etc.",,91538,,,
The Mirror classic cartoon collection.,01/01/1998,,Hawk,,9073860,1899441751,1,"Comic books, strips, etc.",,91541,,,
Lorna Miller's witch,01/01/1999,,Slab-O-Concrete,,9074354,1899866213,1,"Comic books, strips, etc.",,91542,,,
Sugar buzz :live at Budokan,01/01/1999,,Slab-O-Concrete,,9074363,1899866337,1,"Comic books, strips, etc.",,91543,,,
Spiral dreams.,01/01/2000,,Slab-O-Concrete,,9074364,1899866361,1,"Comic books, strips, etc.",,91544,,,
The worm,01/01/2000,,Slab-O-Concrete,,9074365,189986637X,1,"Comic books, strips, etc.",,91545,,,
Dole scum :co-starring Bunny Girl and Pig Boy.,01/01/2000,,Slab-O-Concrete,,9074366,1899866388,1,"Comic books, strips, etc.",,91546,,,
Gash.,01/01/2000,,Slab-O-Concrete,,9074367,1899866396,1,"Comic books, strips, etc.",,91547,,,
Below critical radar :fanzines and alternative comics from 1976 to the present day,01/01/2000,,Slab-O-Concrete,,9074371,1899866477,1,"Comic books, strips, etc.",,91548,,,
The Mad reader,01/01/2002,,ibooks,,9439868,743434919,1,"Comic books, strips, etc.",,91549,,,
William M. Gaines' The brothers Mad.,01/01/2002,,ibooks,,9439931,743444825,1,"Comic books, strips, etc.",,91555,,,
If you can't take a joke,01/01/1993,,[d.e.b.illustrations],,9477187,952103400,1,"Comic books, strips, etc.",,91557,,,
Voice of the Wilberforce :comics 1992-2003,01/01/2003,,Kingly,,9486249,953163938,1,"Comic books, strips, etc.",,91558,,,
The book of Leviathan,01/01/2000,,Sort Of,,9489009,953522725,1,"Comic books, strips, etc.",,91559,,,
Assume nothing,01/01/1997,,Slab-O-Concrete,,9489291,1899866043,1,"Comic books, strips, etc.",,91560,,,
"Simon Cat in, `Taxi`",01/01/1999,,Slab-O-Concrete,,9489297,1899866973,1,"Comic books, strips, etc.",,91561,,,
Donna's day,01/01/1999,,Slab-O-Concrete,,9489299,189986699X,1,"Comic books, strips, etc.",,91562,,,
"Dictionary of British comic artists, writers and editors",01/01/1998,,British Library,,9537099,712345213,1,"Comic books, strips, etc.",,91563,,,
Notes from a defeatist,01/01/2003,,Jonathan Cape,,9700977,224072706,1,"Comic books, strips, etc.",,91564,,,
Atterdake ryst,01/01/2000,,Visual Associations,,10122607,953645932,1,"Comic books, strips, etc.",,91565,,,
Space opera :the artist's book,01/01/2000,,Visual Associations,,10122608,953645940,1,"Comic books, strips, etc.",,91566,,,
Gone,01/01/2003,,There goes Tokyo_,,10127729,954518403,1,"Comic books, strips, etc.",,91567,,,
"Sometimes, you just have to make your own rules :a Luann book",01/01/1998,,Rutledge Hill Press,,10135542,1558536167,1,"Comic books, strips, etc.",,91568,,,
Marmaduke.,01/01/2014,,,,10308190,,1,"Comic books, strips, etc.",,91570,,,
Goodnight Opus.,01/01/1997,,"Little, Brown",,10340590,316105996,1,"Comic books, strips, etc.",,91571,,,
Caroline in the city,01/01/1997,,Coronet,,10345525,340696044,1,"Comic books, strips, etc.",,91572,,,
Stupid comics.,01/01/1997,,Fantagraphics,,10385899,1560970693,1,"Comic books, strips, etc.",,91573,,,
The seven crystal balls,01/01/1994,,Mammoth,,10715550,749704586,1,"Comic books, strips, etc.",,91574,,,
The complete dick reveals all,01/01/1994,,Warner,,10730078,751511641,1,"Comic books, strips, etc.",,91575,,,
Wolverine :triumphs and tragedies,01/01/1995,,Boxtree,,10730980,752201085,1,"Comic books, strips, etc.",,91577,,,
X-men.the Mountjoy crisis,01/01/1996,,Boxtree,,10730997,752201549,1,"Comic books, strips, etc.",,91578,,,
The kingdom,01/01/1999,,Titan,,10761590,184023122X,1,"Comic books, strips, etc.",,91579,,,
JLA.,01/01/2002,,DC Comics,,10761788,1840235306,1,"Comic books, strips, etc.",,91580,,,
Road to perdition,01/01/1998,,Paradox Press [i.e. Titan],,10761791,1840235349,1,"Comic books, strips, etc.",,91582,,,
The sandman :king of dreams,01/01/2003,,Titan,,10761853,1840236531,1,"Comic books, strips, etc.",,91583,,,
Peanuts treasury,01/01/2001,,Ravette,,10768363,1841610437,1,"Comic books, strips, etc.",,91584,,,
Indiana Jones.,01/01/2014,,,,11190385,,1,"Comic books, strips, etc.",,91585,,,
The Best of Whizzer and Chips monthly.,01/01/2014,,IPC Magazines Ltd.,,11191410,,1,"Comic books, strips, etc.",,91586,,,
Tank girl III,01/01/1996,,Penguin,,11311098,140261753,1,"Comic books, strips, etc.",,91588,,,
The huge book of hell,01/01/1997,,Penguin,,11311121,140263101,1,"Comic books, strips, etc.",,91589,,,
"Madams are from Mars, maids are from Venus",01/01/1997,,Penguin,,11311194,140266569,1,"Comic books, strips, etc.",,91590,,,
How to draw and sell _ comic strips _ for newspapers and comic books!,01/01/1988,,Macdonald Orbis,,11325762,356138798,1,"Comic books, strips, etc.",,91592,,,
Lout rampage,01/01/1997,,Fantagraphics,,11630068,1560970707,1,"Comic books, strips, etc.",,91594,,,
Stripped,01/01/1995,,Fantagraphics,,11630075,1560971770,1,"Comic books, strips, etc.",,91595,,,
Orgy bound.,01/01/1997,,Fantagraphics,,11630090,1560973021,1,"Comic books, strips, etc.",,91596,,,
The black hole,01/01/2014,,,,11633455,,1,"Comic books, strips, etc.",,91597,,,
Whizzer and Chips comic library.,01/01/1985,,IPC Magazines Ltd.,,11808437,,1,"Comic books, strips, etc.",,91598,,,
Warlord.,01/01/1975,,D. C. Thomson & Co.,,11826228,,1,"Comic books, strips, etc.",,91601,,,
World encyclopedia of cartoons,01/01/1999,,Chelsea House,,11991322,791048551,1,"Comic books, strips, etc.",,91602,,,
The Amalgam age of comics :the DC comics collection,01/01/1996,,Titan,,12029335,1852867515,1,"Comic books, strips, etc.",,91603,,,
Shinobi :the fear pavilion,01/01/1994,,Ravette,,12030656,1853041807,1,"Comic books, strips, etc.",,91604,,,
Bad city fighters,01/01/1994,,Ravette,,12030688,1853043036,1,"Comic books, strips, etc.",,91605,,,
"Garfield, light of my life",01/01/1993,,Ravette,,12030712,1853043532,1,"Comic books, strips, etc.",,91606,,,
On the right track,01/01/1997,,Ravette,,12030847,1853049077,1,"Comic books, strips, etc.",,91607,,,
Garfield :21st birthday celebration book,01/01/1999,,Ravette,,12030873,1853049956,1,"Comic books, strips, etc.",,91608,,,
The slings and arrows comic guide.,01/01/1997,,Aurum,,12041672,1854104861,1,"Comic books, strips, etc.",,91609,,,
Joker Mask,01/01/2001,,Dark Horse Comics Inc.,,12276418,1569715181,1,"Comic books, strips, etc.",,91610,,,
The art of Sin City,01/01/2003,,Titan,,12286304,1840233370,1,"Comic books, strips, etc.",,91612,,,
Make your own comic,01/01/1995,,Henderson,,12694175,1855975726,1,"Comic books, strips, etc.",,91614,,,
How to go to hell :a cartoon book,01/01/2004,,HarperCollinsEntertainment,,12878537,7180241,1,"Comic books, strips, etc.",,91615,,,
"It's a big world, Charlie Brown",01/01/2004,,Ravette,,12932953,1841611883,1,"Comic books, strips, etc.",,91616,,,
The big book of hell :a cartoon book,01/01/2004,,HarperCollinsEntertainment,,12954254,7191650,1,"Comic books, strips, etc.",,91617,,,
Modern toss :from *hitflap,01/01/2004,,Boxtree,,12996364,752225626,1,"Comic books, strips, etc.",,91618,,,
The dial :and other stories,01/01/2004,,Kingly Books,,13048385,953163946,1,"Comic books, strips, etc.",,91619,,,
Darkham Vale :collected,01/01/2003,,apcomics,,13055722,1905071000,1,"Comic books, strips, etc.",,91620,,,
Pictures and words :new comic art and narrative illustration,01/01/2005,,Laurence King,,13130865,1856694143,1,"Comic books, strips, etc.",,91622,,,
Bolland strips!,01/01/2004,,Knockabout Comics,,13148138,861661508,1,"Comic books, strips, etc.",,91623,,,
The Fred files,01/01/2005,,Orion,,13240361,752859765,1,"Comic books, strips, etc.",,91624,,,
The amazing adventures of Captain Krunch.,01/01/1977,,The Mouse that Roared Limited / KP Foods,,13272375,,1,"Comic books, strips, etc.",,91625,,,
Coypu bof,01/01/1977,,[s.n.],,13272567,,1,"Comic books, strips, etc.",,91626,,,
Comic Book Guy's book of pop culture,01/01/2005,,HarperCollins Entertainment,,13273997,7208154,1,"Comic books, strips, etc.",,91627,,,
The Ralph Wiggum book.,01/01/2005,,HarperCollins Entertainment,,13273998,7208162,1,"Comic books, strips, etc.",,91628,,,
Bubblegum crisis :grand mal,01/01/1994,,Manga,,13290050,1900097028,1,"Comic books, strips, etc.",,91630,,,
Judge Dredd: the complete case files.,01/01/2005,,Rebellion,,13302267,1904265790,1,"Comic books, strips, etc.",,91631,,,
Doo Wop Comix,01/01/1978,,Arts Lab Press.,,13309347,,1,"Comic books, strips, etc.",,91632,,,
The bop that just won't stop :3 rock n'roll poems,01/01/1979,,Arts Lab Press,,13309370,,1,"Comic books, strips, etc.",,91633,,,
Catastrophe comics,01/01/1979,,Arts Lab Press,,13309389,,1,"Comic books, strips, etc.",,91634,,,
Neil Hissum comics,01/01/1979,,Arts Lab Press,,13309399,,1,"Comic books, strips, etc.",,91635,,,
Rablio wifterthree,01/01/1979,,Arts Lab Press,,13309400,,1,"Comic books, strips, etc.",,91636,,,
God crazy.,01/01/1981,,[Christianity Critique],,13309698,,1,"Comic books, strips, etc.",,91637,,,
A spin round the sixties.,01/01/2005,,D.C. Thomson,,13314690,1845350405,1,"Comic books, strips, etc.",,91638,,,
Modern toss book :from *hitflap,01/01/2004,,Boxtree,,13391986,752226169,1,"Comic books, strips, etc.",,91639,,,
Penbleth dynol ryw,01/01/2005,,Dalen,,13393683,9.78E+12,1,"Comic books, strips, etc.",,91640,,,
Heroes & monsters :the unofficial companion to The league of extraordinary gentlemen,01/01/2006,,Titan,,13415600,9.78E+12,1,"Comic books, strips, etc.",,91641,,,
99 ways to tell a story :exercises in style,01/01/2006,,Jonathan Cape,,13454517,9.78E+12,1,"Comic books, strips, etc.",,91642,,,
SOCOM :Seal team seven,01/01/2006,,Image Comics,,13500732,1582405867,1,"Comic books, strips, etc.",,91643,,,
True Brit :the toughest 12 Commando comic books ever!,01/01/2006,,Carlton Books,,13505152,9.78E+12,1,"Comic books, strips, etc.",,91644,,,
The art of Jim Lee,01/01/2006,,Panini,,13527696,9.78E+12,1,"Comic books, strips, etc.",,91645,,,
The Beano and The Dandy :sixty years : a seventies collection!,01/01/2006,,D.C. Thomson,,13603186,9.78E+12,1,"Comic books, strips, etc.",,91646,,,
Peanuts guide to life,01/01/2007,,Ravette,,13629846,9.78E+12,1,"Comic books, strips, etc.",,91647,,,
Bunny :the book of random,01/01/2006,,Freak Ash,,13655269,9.78E+12,1,"Comic books, strips, etc.",,91648,,,
It goes without saying :Peanuts at its silent best,01/01/2007,,Ravette,,13736410,9.78E+12,1,"Comic books, strips, etc.",,91649,,,
The books of magic,01/01/1993,,"DC Comics, ",,13738632,9.78E+12,1,"Comic books, strips, etc.",,91650,,,
Batman black and white.,01/01/2007,,DC Comics,,13746572,9.78E+12,1,"Comic books, strips, etc.",,91652,,,
Will and Abe's guide to the Universe :a cartoon book,01/01/2007,,Harper,,13755538,9.78E+12,1,"Comic books, strips, etc.",,91654,,,
"Modern toss, another book :from *hitflap",01/01/2007,,Boxtree,,13784034,9.78E+12,1,"Comic books, strips, etc.",,91655,,,
"The art of John Romita, Jr.",01/01/2007,,Panini,,13790165,9.78E+12,1,"Comic books, strips, etc.",,91658,,,
The education of a superhero,01/01/2007,,Clockwork Comics,,13821070,9.78E+12,1,"Comic books, strips, etc.",,91659,,,
The gifted :the beast within.,01/01/2005,,Clockwork Comics,,13951272,9.78E+12,1,"Comic books, strips, etc.",,91660,,,
Comic art now :the very best in contemporary comic art and illustration,01/01/2008,,Ilex,,14537657,9.78E+12,1,"Comic books, strips, etc.",,91661,,,
Llio! :y dyddiadur bach,01/01/2007,,Dalen,,14539498,9.78E+12,1,"Comic books, strips, etc.",,91662,,,
At home with the Totterings,01/01/2007,,O'Shea Gallery,,14552862,9.78E+12,1,"Comic books, strips, etc.",,91663,,,
Bunny :the book of perpetual bewilderment,01/01/2007,,Freak Ash Books,,14553668,9.78E+12,1,"Comic books, strips, etc.",,91664,,,
In the lab,01/01/2008,,Opran,,14568032,9.78E+12,1,"Comic books, strips, etc.",,91665,,,
Amor Y Cohetes,01/01/2008,,Titan,,14584344,9.78E+12,1,"Comic books, strips, etc.",,91666,,,
Llio! :beth yw'r haf i mi?,01/01/2008,,Dalen,,14611509,9.78E+12,1,"Comic books, strips, etc.",,91667,,,
Hackman! :a dog's life,01/01/2009,,Ravette,,14641586,9.78E+12,1,"Comic books, strips, etc.",,91668,,,
Wizard of Id,01/01/2008,,Panini,,14641667,9.78E+12,1,"Comic books, strips, etc.",,91669,,,
Ofnau tywyll.,01/01/2008,,Dalen,,14747339,9.78E+12,1,"Comic books, strips, etc.",,91670,,,
Secret invasion,01/01/2008,,Panini,,14760974,9.78E+12,1,"Comic books, strips, etc.",,91671,,,
What it is,01/01/2009,,Jonathan Cape,,14787957,9.78E+12,1,"Comic books, strips, etc.",,91672,,,
Pandora's box,01/01/2009,,Cinebook,,14837395,9.78E+12,1,"Comic books, strips, etc.",,91675,,,
Mwg drwg y Pharo,01/01/2008,,Dalen,,14874054,9.78E+12,1,"Comic books, strips, etc.",,91676,,,
Am I here,01/01/2008,,Sweatdrop Studios,,15101093,9.78E+12,1,"Comic books, strips, etc.",,91677,,,
Once upon a time-,01/01/2009,,Sweatdrop Studios,,15107306,9.78E+12,1,"Comic books, strips, etc.",,91680,,,
Final crisis companion,01/01/2009,,DC Comics,,15170966,9.78E+12,1,"Comic books, strips, etc.",,91681,,,
Fasten your seat belts,01/01/2009,,Egmont,,15261448,9.78E+12,1,"Comic books, strips, etc.",,91682,,,
Under full sail,01/01/2009,,Egmont,,15261449,9.78E+12,1,"Comic books, strips, etc.",,91683,,,
Cancertown :an inconvenient tooth,01/01/2009,,Insomnia Publications,,15289683,9.78E+12,1,"Comic books, strips, etc.",,91684,,,
The best of the Wizard of Id,01/01/2009,,Titan,,15302986,9.78E+12,1,"Comic books, strips, etc.",,91685,,,
Cyanide & happiness,01/01/2009,,HarperCollins,,15336422,9.78E+12,1,"Comic books, strips, etc.",,91686,,,
Sparky O'Hare :master electrician.,01/01/2008,,Blank Slate Books,,15339554,9.78E+12,1,"Comic books, strips, etc.",,91687,,,
Mallet,01/01/2008,,Easthaven Publications,,15369025,9.78E+12,1,"Comic books, strips, etc.",,91689,,,
Spleenal,01/01/2009,,Blank Slate,,15463284,9.78E+12,1,"Comic books, strips, etc.",,91691,,,
The crimson hand,01/01/2012,,Panini,,15468883,9.78E+12,1,"Comic books, strips, etc.",,91692,,,
Johnny Red.,01/01/2011,,Titan Books,,15511761,9.78E+12,1,"Comic books, strips, etc.",,91693,,,
Judge Dredd: the restricted files.,01/01/2010,,Rebellion,,15530436,9.78E+12,1,"Comic books, strips, etc.",,91694,,,
